reuse_pool_status,reuse_candidate_class,qid_available_for_future_entity,canonical_factgrid_qid,old_cdli_id,old_duplicate_label_to_preserve,canonical_label,old_aliases_to_preserve,reuse_precondition_1,reuse_precondition_2,reuse_precondition_3,future_entity_type,future_entity_label,future_reuse_status,source_duplicate_audit,human_review_decision,human_review_notes
candidate,duplicate_p692_cdli_artifact,Q2157374,Q1934106,P222499,"Cuneiform Cone RIME 1.09.04.20, ex. 01","Cuneiform Cone RIME 1.09.04.20, ex. 01","Cuneiform Cone RIME 1.09.04.20, ex. 01 | Cuneiform Artifact RIME 1.09.04.20, ex. 01",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157392,Q1969275,P467026,"Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 010","Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 010","Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 010 | Cuneiform Artifact RINAP 3/2 Sennacherib 219, ex. 010",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157393,Q1956782,P106193,"Cuneiform Bulla BIN 03, 387","Cuneiform Bulla BIN 03, 387","Cuneiform Bulla BIN 03, 387 | Cuneiform Artifact BIN 03, 387",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157403,Q1926758,P457490,Cuneiform Seal (not impression) CDLI Seals 004780 (composite),Cuneiform Seal (not impression) CDLI Seals 004780 (composite),Cuneiform Seal (not impression) CDLI Seals 004780 (composite) | Cuneiform Artifact CDLI Seals 004780 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157414,Q1932186,P450355,"Cuneiform Prism RINAP 3/1 Sennacherib 016, ex. 037 ?","Cuneiform Prism RINAP 3/1 Sennacherib 016, ex. 037 ?","Cuneiform Prism RINAP 3/1 Sennacherib 016, ex. 037 ? | Cuneiform Artifact RINAP 3/1 Sennacherib 016, ex. 037 ?",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157423,Q1937753,P233288,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0537","Cuneiform Cone RIME 3/1.01.07.037, ex. 0537","Cuneiform Cone RIME 3/1.01.07.037, ex. 0537 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0537",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157428,Q1929237,P458765,Cuneiform Seal (not impression) CDLI Seals 006055 (composite),Cuneiform Seal (not impression) CDLI Seals 006055 (composite),Cuneiform Seal (not impression) CDLI Seals 006055 (composite) | Cuneiform Artifact CDLI Seals 006055 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157469,Q1937820,P233322,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0571","Cuneiform Cone RIME 3/1.01.07.037, ex. 0571","Cuneiform Cone RIME 3/1.01.07.037, ex. 0571 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0571",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157531,Q1922888,P455507,Cuneiform Seal (not impression) CDLI Seals 002797 (composite),Cuneiform Seal (not impression) CDLI Seals 002797 (composite),Cuneiform Seal (not impression) CDLI Seals 002797 (composite) | Cuneiform Artifact CDLI Seals 002797 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157545,Q1944804,P406165,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1350","Cuneiform Cone RIME 3/1.01.07.037, ex. add1350","Cuneiform Cone RIME 3/1.01.07.037, ex. add1350 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1350",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157580,Q1928434,P458335,Cuneiform Seal (not impression) CDLI Seals 005625 (composite),Cuneiform Seal (not impression) CDLI Seals 005625 (composite),Cuneiform Seal (not impression) CDLI Seals 005625 (composite) | Cuneiform Artifact CDLI Seals 005625 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157602,Q1953019,P431703,"Cuneiform Cone RIME 4.02.13.16, ex. 08","Cuneiform Cone RIME 4.02.13.16, ex. 08","Cuneiform Cone RIME 4.02.13.16, ex. 08 | Cuneiform Artifact RIME 4.02.13.16, ex. 08",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157624,Q1953880,P430811,"Cuneiform Cone RIME 4.03.06.12Sumerian, ex. 05","Cuneiform Cone RIME 4.03.06.12Sumerian, ex. 05","Cuneiform Cone RIME 4.03.06.12Sumerian, ex. 05 | Cuneiform Artifact RIME 4.03.06.12Sumerian, ex. 05",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157630,Q1966843,P234408,"Cuneiform Brick RIME 3/1.01.07.049, ex. 26","Cuneiform Brick RIME 3/1.01.07.049, ex. 26","Cuneiform Brick RIME 3/1.01.07.049, ex. 26 | Cuneiform Artifact RIME 3/1.01.07.049, ex. 26",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157658,Q1928988,P458620,Cuneiform Seal (not impression) CDLI Seals 005910 (composite),Cuneiform Seal (not impression) CDLI Seals 005910 (composite),Cuneiform Seal (not impression) CDLI Seals 005910 (composite) | Cuneiform Artifact CDLI Seals 005910 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157685,Q1937032,P232925,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0174","Cuneiform Cone RIME 3/1.01.07.037, ex. 0174","Cuneiform Cone RIME 3/1.01.07.037, ex. 0174 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0174",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157703,Q1938453,P233637,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0886","Cuneiform Cone RIME 3/1.01.07.037, ex. 0886","Cuneiform Cone RIME 3/1.01.07.037, ex. 0886 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0886",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157713,Q1922396,P455012,Cuneiform Seal (not impression) CDLI Seals 002302 (composite),Cuneiform Seal (not impression) CDLI Seals 002302 (composite),Cuneiform Seal (not impression) CDLI Seals 002302 (composite) | Cuneiform Artifact CDLI Seals 002302 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157716,Q1961104,P428522,"Cuneiform Brick RIMA 1.0.077.024, ex. 07","Cuneiform Brick RIMA 1.0.077.024, ex. 07","Cuneiform Brick RIMA 1.0.077.024, ex. 07 | Cuneiform Artifact RIMA 1.0.077.024, ex. 07",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157769,Q1926175,P457185,Cuneiform Seal (not impression) CDLI Seals 004475 (composite),Cuneiform Seal (not impression) CDLI Seals 004475 (composite),Cuneiform Seal (not impression) CDLI Seals 004475 (composite) | Cuneiform Artifact CDLI Seals 004475 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157776,Q1965903,P222476,"Cuneiform Brick RIME 1.09.04.03, ex. 06","Cuneiform Brick RIME 1.09.04.03, ex. 06","Cuneiform Brick RIME 1.09.04.03, ex. 06 | Cuneiform Artifact RIME 1.09.04.03, ex. 06",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157797,Q1953767,P257576,"Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02","Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02","Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02 | Cuneiform Artifact RIME 4.03.06.02Akkadian, ex. 01-02",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157806,Q1945847,P234058,"Cuneiform Cone RIME 3/1.01.07.041, ex. 132","Cuneiform Cone RIME 3/1.01.07.041, ex. 132","Cuneiform Cone RIME 3/1.01.07.041, ex. 132 | Cuneiform Artifact RIME 3/1.01.07.041, ex. 132",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157822,Q1928307,P458270,Cuneiform Seal (not impression) CDLI Seals 005560 (composite),Cuneiform Seal (not impression) CDLI Seals 005560 (composite),Cuneiform Seal (not impression) CDLI Seals 005560 (composite) | Cuneiform Artifact CDLI Seals 005560 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157826,Q1929870,P473120,Cuneiform Seal (not impression) CDLI Seals 006865 (physical),Cuneiform Seal (not impression) CDLI Seals 006865 (physical),Cuneiform Seal (not impression) CDLI Seals 006865 (physical) | Cuneiform Artifact CDLI Seals 006865 (physical),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157850,Q1937713,P233267,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0516","Cuneiform Cone RIME 3/1.01.07.037, ex. 0516","Cuneiform Cone RIME 3/1.01.07.037, ex. 0516 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0516",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157876,Q1951657,P225649,"Cuneiform Cone RIME 4.01.05.06, ex. 15","Cuneiform Cone RIME 4.01.05.06, ex. 15","Cuneiform Cone RIME 4.01.05.06, ex. 15 | Cuneiform Artifact RIME 4.01.05.06, ex. 15",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157886,Q1922824,P455442,Cuneiform Seal (not impression) CDLI Seals 002732 (composite),Cuneiform Seal (not impression) CDLI Seals 002732 (composite),Cuneiform Seal (not impression) CDLI Seals 002732 (composite) | Cuneiform Artifact CDLI Seals 002732 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157894,Q1950052,P226966,"Cuneiform Cone RIME 3/2.01.02.012, ex. 08","Cuneiform Cone RIME 3/2.01.02.012, ex. 08","Cuneiform Cone RIME 3/2.01.02.012, ex. 08 | Cuneiform Artifact RIME 3/2.01.02.012, ex. 08",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157898,Q1908905,P430112,Cuneiform Seal (not impression) CDLI Seals 000011 (composite),Cuneiform Seal (not impression) CDLI Seals 000011 (composite),Cuneiform Seal (not impression) CDLI Seals 000011 (composite) | Cuneiform Artifact CDLI Seals 000011 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157909,Q1969031,P466772,"Cuneiform Brick RINAP 3/2 Sennacherib 092, ex. 029","Cuneiform Brick RINAP 3/2 Sennacherib 092, ex. 029","Cuneiform Brick RINAP 3/2 Sennacherib 092, ex. 029 | Cuneiform Artifact RINAP 3/2 Sennacherib 092, ex. 029",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157913,Q1966080,P216579,"Cuneiform Brick RIME 2.01.04.15, ex. 27","Cuneiform Brick RIME 2.01.04.15, ex. 27","Cuneiform Brick RIME 2.01.04.15, ex. 27 | Cuneiform Artifact RIME 2.01.04.15, ex. 27",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2157929,Q1931925,P273880,"Cuneiform Prism CUSAS 12, 3.1.01","Cuneiform Prism CUSAS 12, 3.1.01","Cuneiform Prism CUSAS 12, 3.1.01 | Cuneiform Artifact CUSAS 12, 3.1.01",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158002,Q1934806,P232026,"Cuneiform Cone RIME 3/1.01.06.04, ex. 209","Cuneiform Cone RIME 3/1.01.06.04, ex. 209","Cuneiform Cone RIME 3/1.01.06.04, ex. 209 | Cuneiform Artifact RIME 3/1.01.06.04, ex. 209",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158011,Q1930454,P478296,Cuneiform Seal (not impression) CDLI Seals 011502 (physical),Cuneiform Seal (not impression) CDLI Seals 011502 (physical),Cuneiform Seal (not impression) CDLI Seals 011502 (physical) | Cuneiform Artifact CDLI Seals 011502 (physical),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158021,Q1921945,P454603,Cuneiform Seal (not impression) CDLI Seals 001893 (composite),Cuneiform Seal (not impression) CDLI Seals 001893 (composite),Cuneiform Seal (not impression) CDLI Seals 001893 (composite) | Cuneiform Artifact CDLI Seals 001893 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158028,Q1923359,P455911,Cuneiform Seal (not impression) CDLI Seals 003201 (composite),Cuneiform Seal (not impression) CDLI Seals 003201 (composite),Cuneiform Seal (not impression) CDLI Seals 003201 (composite) | Cuneiform Artifact CDLI Seals 003201 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158036,Q1967485,P226435,"Cuneiform Brick RIME 3/2.01.03.01, ex. 68","Cuneiform Brick RIME 3/2.01.03.01, ex. 68","Cuneiform Brick RIME 3/2.01.03.01, ex. 68 | Cuneiform Artifact RIME 3/2.01.03.01, ex. 68",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158047,Q1925392,P456794,Cuneiform Seal (not impression) CDLI Seals 004084 (composite),Cuneiform Seal (not impression) CDLI Seals 004084 (composite),Cuneiform Seal (not impression) CDLI Seals 004084 (composite) | Cuneiform Artifact CDLI Seals 004084 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158077,Q1927543,P457886,Cuneiform Seal (not impression) CDLI Seals 005176 (composite),Cuneiform Seal (not impression) CDLI Seals 005176 (composite),Cuneiform Seal (not impression) CDLI Seals 005176 (composite) | Cuneiform Artifact CDLI Seals 005176 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158080,Q1961162,P466322,"Cuneiform Brick RIMA 1.0.077.024, ex. 20","Cuneiform Brick RIMA 1.0.077.024, ex. 20","Cuneiform Brick RIMA 1.0.077.024, ex. 20 | Cuneiform Artifact RIMA 1.0.077.024, ex. 20",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158084,Q1909333,P430542,Cuneiform Seal (not impression) CDLI Seals 000446 (composite),Cuneiform Seal (not impression) CDLI Seals 000446 (composite),Cuneiform Seal (not impression) CDLI Seals 000446 (composite) | Cuneiform Artifact CDLI Seals 000446 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158115,Q1945223,P423694,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1445","Cuneiform Cone RIME 3/1.01.07.037, ex. add1445","Cuneiform Cone RIME 3/1.01.07.037, ex. add1445 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1445",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158118,Q1936277,P232476,"Cuneiform Cone RIME 3/1.01.07.020, ex. 02","Cuneiform Cone RIME 3/1.01.07.020, ex. 02","Cuneiform Cone RIME 3/1.01.07.020, ex. 02 | Cuneiform Artifact RIME 3/1.01.07.020, ex. 02",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158150,Q1956526,P514685,"Cuneiform Cone RINAP 5/3 Sîn-šarru-iškun 11, ex. 014","Cuneiform Cone RINAP 5/3 Sîn-šarru-iškun 11, ex. 014","Cuneiform Cone RINAP 5/3 Sîn-šarru-iškun 11, ex. 014 | Cuneiform Artifact RINAP 5/3 Sîn-šarru-iškun 11, ex. 014",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158171,Q1967706,P498492,"Cuneiform Brick RIME 3/2.01.03.15, ex. add77","Cuneiform Brick RIME 3/2.01.03.15, ex. add77","Cuneiform Brick RIME 3/2.01.03.15, ex. add77 | Cuneiform Artifact RIME 3/2.01.03.15, ex. add77",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158183,Q1944518,P429763,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1288","Cuneiform Cone RIME 3/1.01.07.037, ex. add1288","Cuneiform Cone RIME 3/1.01.07.037, ex. add1288 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1288",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158186,Q1944893,P460921,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1372","Cuneiform Cone RIME 3/1.01.07.037, ex. add1372","Cuneiform Cone RIME 3/1.01.07.037, ex. add1372 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1372",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158191,Q1924898,P456540,Cuneiform Seal (not impression) CDLI Seals 003830 (composite),Cuneiform Seal (not impression) CDLI Seals 003830 (composite),Cuneiform Seal (not impression) CDLI Seals 003830 (composite) | Cuneiform Artifact CDLI Seals 003830 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158211,Q1949679,P461633,"Cuneiform Cone RIME 3/2.01.01.39, ex. add34","Cuneiform Cone RIME 3/2.01.01.39, ex. add34","Cuneiform Cone RIME 3/2.01.01.39, ex. add34 | Cuneiform Artifact RIME 3/2.01.01.39, ex. add34",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158250,Q1935407,P232358,"Cuneiform Cone RIME 3/1.01.07.008, ex. 21","Cuneiform Cone RIME 3/1.01.07.008, ex. 21","Cuneiform Cone RIME 3/1.01.07.008, ex. 21 | Cuneiform Artifact RIME 3/1.01.07.008, ex. 21",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158281,Q1968314,P427950,"Cuneiform Brick RIME 4.02.13.09, ex. 14","Cuneiform Brick RIME 4.02.13.09, ex. 14","Cuneiform Brick RIME 4.02.13.09, ex. 14 | Cuneiform Artifact RIME 4.02.13.09, ex. 14",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158301,Q1955017,P392020,"Cuneiform Cone RIME 4.04.01.03, ex. add287","Cuneiform Cone RIME 4.04.01.03, ex. add287","Cuneiform Cone RIME 4.04.01.03, ex. add287 | Cuneiform Artifact RIME 4.04.01.03, ex. add287",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158322,Q1931467,P519633,Cuneiform Seal (not impression) CDLI Seals 014253 (composite),Cuneiform Seal (not impression) CDLI Seals 014253 (composite),Cuneiform Seal (not impression) CDLI Seals 014253 (composite) | Cuneiform Artifact CDLI Seals 014253 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158333,Q1969472,P518921,"Cuneiform Brick RINBE 2, Nabonidus 07, ex. 01","Cuneiform Brick RINBE 2, Nabonidus 07, ex. 01","Cuneiform Brick RINBE 2, Nabonidus 07, ex. 01 | Cuneiform Artifact RINBE 2, Nabonidus 07, ex. 01",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2158337,Q1908796,P247608,Cuneiform Tag MLVS 011,Cuneiform Tag MLVS 011,Cuneiform Tag MLVS 011 | Cuneiform Artifact MLVS 011,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
