FG_qid,FG_qid_url,Len,Aen,P694,P48,P2,description_en,source_file
Q2100035,https://database.factgrid.de/entity/Q2100035,Uluburun,,442,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100039,https://database.factgrid.de/entity/Q2100039,Yanik Tepe,,638,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100040,https://database.factgrid.de/entity/Q2100040,Yorgan Tepe,,222,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100041,https://database.factgrid.de/entity/Q2100041,Za'aleh,,122,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389662,https://database.factgrid.de/entity/Q389662,Tarsus,,758,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389932,https://database.factgrid.de/entity/Q389932,Tall Kazal,,841,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390008,https://database.factgrid.de/entity/Q390008,Kāmid al-Lūz,,798,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390014,https://database.factgrid.de/entity/Q390014,Kish (mod. Tell el-Bender),,833,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390025,https://database.factgrid.de/entity/Q390025,Nineveh,,881,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390038,https://database.factgrid.de/entity/Q390038,Kayalıpınar,,800,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099898,https://database.factgrid.de/entity/Q2099898,Al-Rammāḥīyah,,911,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099916,https://database.factgrid.de/entity/Q2099916,Bit-bari,,1008,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099918,https://database.factgrid.de/entity/Q2099918,Bīt-Ḫaḫḫūru,,1020,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099921,https://database.factgrid.de/entity/Q2099921,Bit-kunanu,,1007,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099928,https://database.factgrid.de/entity/Q2099928,Chamchamal,,1011,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099934,https://database.factgrid.de/entity/Q2099934,El Geraineh,,1021,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099939,https://database.factgrid.de/entity/Q2099939,Galgameš,,1006,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099945,https://database.factgrid.de/entity/Q2099945,Haikavank,,770,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099947,https://database.factgrid.de/entity/Q2099947,Haṭru,,1009,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099956,https://database.factgrid.de/entity/Q2099956,İnandık,,789,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099958,https://database.factgrid.de/entity/Q2099958,Īzah,,790,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099966,https://database.factgrid.de/entity/Q2099966,Kocapınar,,976,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099980,https://database.factgrid.de/entity/Q2099980,Petronell-Carnuntum,,1014,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099981,https://database.factgrid.de/entity/Q2099981,Qantīr,,903,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099986,https://database.factgrid.de/entity/Q2099986,Quwakh Tapeh,,1023,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099989,https://database.factgrid.de/entity/Q2099989,Saḫrītu,,1018,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099992,https://database.factgrid.de/entity/Q2099992,Shapiya,,924,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099997,https://database.factgrid.de/entity/Q2099997,Šušan,,1017,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100002,https://database.factgrid.de/entity/Q2100002,Tall al-Gharrān,,753,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100003,https://database.factgrid.de/entity/Q2100003,Tall al-Nabī Mandū,,899,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100008,https://database.factgrid.de/entity/Q2100008,Tall Kozkhān,,827,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100009,https://database.factgrid.de/entity/Q2100009,Tall Nūyaja,,874,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100010,https://database.factgrid.de/entity/Q2100010,Tall S‘aīd,,915,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100011,https://database.factgrid.de/entity/Q2100011,Tall Warīsh,,996,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100013,https://database.factgrid.de/entity/Q2100013,Tel Duweihes,,960,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100014,https://database.factgrid.de/entity/Q2100014,Tel Gamma,,793,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100022,https://database.factgrid.de/entity/Q2100022,Tell Kirbāsi,,1010,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100024,https://database.factgrid.de/entity/Q2100024,Tiryntha,,967,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100025,https://database.factgrid.de/entity/Q2100025,Ṭūd,,975,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100026,https://database.factgrid.de/entity/Q2100026,Tulūl ‘Adāy,,946,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100031,https://database.factgrid.de/entity/Q2100031,Tulūl Kubībah,,1016,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100036,https://database.factgrid.de/entity/Q2100036,Uluşar,,825,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100038,https://database.factgrid.de/entity/Q2100038,Yalındüz,,951,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100043,https://database.factgrid.de/entity/Q2100043,Новый Кумак,,880,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
