Unnamed: 0,P771,Len,Aen,FG_qid,P694,P48,FG_qid_url,P2,description_en,source_file
,,Tappeh Bormi,,Q389834,77,,https://database.factgrid.de/entity/Q389834,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tikrit,,Q389839,183,,https://database.factgrid.de/entity/Q389839,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Pašime (mod. Tell Abu Sheeja),,Q389842,396,,https://database.factgrid.de/entity/Q389842,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Agrab,,Q389852,102,,https://database.factgrid.de/entity/Q389852,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell As-Sib,,Q389861,75,,https://database.factgrid.de/entity/Q389861,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Ubaid,,Q389866,226,,https://database.factgrid.de/entity/Q389866,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Baradan,,Q389887,431,,https://database.factgrid.de/entity/Q389887,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Jidr,,Q389892,318,,https://database.factgrid.de/entity/Q389892,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shaduppum,,Q389895,96,,https://database.factgrid.de/entity/Q389895,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Huweish,,Q389901,95,,https://database.factgrid.de/entity/Q389901,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Puzriš-Dagan (mod. Drehem),,Q389903,160,,https://database.factgrid.de/entity/Q389903,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Taban,,Q389915,34,,https://database.factgrid.de/entity/Q389915,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Unqi,,Q389916,90,,https://database.factgrid.de/entity/Q389916,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abta,,Q389918,257,,https://database.factgrid.de/entity/Q389918,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šaddikanni (mod. Tell Ajaja),,Q389920,118,,https://database.factgrid.de/entity/Q389920,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Ghdairife,,Q389926,295,,https://database.factgrid.de/entity/Q389926,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šuruppak (mod. Fara),,Q389927,54,,https://database.factgrid.de/entity/Q389927,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ebla (mod. Tell Mardikh),,Q389938,79,,https://database.factgrid.de/entity/Q389938,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tema (mod. Tayma),,Q389952,402,,https://database.factgrid.de/entity/Q389952,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Haradum (mod. Khirbet ed-Diniye),,Q389967,276,,https://database.factgrid.de/entity/Q389967,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dur-Šarrukin (mod. Khorsabad),,Q389969,290,,https://database.factgrid.de/entity/Q389969,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dibba,,Q389970,729,,https://database.factgrid.de/entity/Q389970,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dohuk,,Q389972,164,,https://database.factgrid.de/entity/Q389972,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Failaka,,Q389985,410,,https://database.factgrid.de/entity/Q389985,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shishin,,Q389990,444,,https://database.factgrid.de/entity/Q389990,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tuz Hurmati,,Q389996,89,,https://database.factgrid.de/entity/Q389996,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,184,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nimrud,,Q390020,81,,https://database.factgrid.de/entity/Q390020,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nahr el-Kelb,,Q390023,292,,https://database.factgrid.de/entity/Q390023,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nineveh,,Q390025,279,,https://database.factgrid.de/entity/Q390025,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tilmen Höyük,,Q390041,440,,https://database.factgrid.de/entity/Q390041,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Erek Daǧ,,Q390142,742,,https://database.factgrid.de/entity/Q390142,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ozbaki,,Q390165,64,,https://database.factgrid.de/entity/Q390165,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Äl-Mušēzib-Marduk,,Q2099897,1024,,https://database.factgrid.de/entity/Q2099897,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ālu-ša-Našar,,Q2099903,447,,https://database.factgrid.de/entity/Q2099903,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ālu-ša-Ṭūb-Yāma,,Q2099905,448,,https://database.factgrid.de/entity/Q2099905,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Aqa,,Q2099908,57,,https://database.factgrid.de/entity/Q2099908,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Arinçkus,,Q2099910,673,,https://database.factgrid.de/entity/Q2099910,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bāb-ṣubbāti,,Q2099912,366,,https://database.factgrid.de/entity/Q2099912,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Baḫe,,Q2099913,316,,https://database.factgrid.de/entity/Q2099913,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-Šaḫṭu,,Q2099924,197,,https://database.factgrid.de/entity/Q2099924,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Epurasie,,Q2099936,80,,https://database.factgrid.de/entity/Q2099936,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,GARIN-naḫallum,,Q2099940,41,,https://database.factgrid.de/entity/Q2099940,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gišši,,Q2099942,103,,https://database.factgrid.de/entity/Q2099942,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gur-e Sefid,,Q2099943,1015,,https://database.factgrid.de/entity/Q2099943,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kapri-ša-naqidati,,Q2099959,182,,https://database.factgrid.de/entity/Q2099959,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kazallu,,Q2099964,193,,https://database.factgrid.de/entity/Q2099964,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kerman,,Q2099965,614,,https://database.factgrid.de/entity/Q2099965,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kūm Dafnah,,Q2099967,725,,https://database.factgrid.de/entity/Q2099967,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Lahir,,Q2099970,9,,https://database.factgrid.de/entity/Q2099970,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Lchashen,,Q2099971,843,,https://database.factgrid.de/entity/Q2099971,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mahmudiyah,,Q2099974,418,,https://database.factgrid.de/entity/Q2099974,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Merj Khamis,,Q2099975,419,,https://database.factgrid.de/entity/Q2099975,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qufṭ,,Q2099985,906,,https://database.factgrid.de/entity/Q2099985,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sagub,,Q2099987,255,,https://database.factgrid.de/entity/Q2099987,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ṣan al-Hagar,,Q2099990,950,,https://database.factgrid.de/entity/Q2099990,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šūru,,Q2099996,644,,https://database.factgrid.de/entity/Q2099996,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu Nakhlab,,Q2100017,8,,https://database.factgrid.de/entity/Q2100017,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Basmaya,,Q2100019,1012,,https://database.factgrid.de/entity/Q2100019,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl Abū ‘Aẓam,,Q2100027,945,,https://database.factgrid.de/entity/Q2100027,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Uluburun,,Q2100035,442,,https://database.factgrid.de/entity/Q2100035,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yanik Tepe,,Q2100039,638,,https://database.factgrid.de/entity/Q2100039,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yorgan Tepe,,Q2100040,222,,https://database.factgrid.de/entity/Q2100040,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Za'aleh,,Q2100041,122,,https://database.factgrid.de/entity/Q2100041,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tarsus,,Q389662,758,,https://database.factgrid.de/entity/Q389662,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Kazal,,Q389932,841,,https://database.factgrid.de/entity/Q389932,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kāmid al-Lūz,,Q390008,798,,https://database.factgrid.de/entity/Q390008,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,833,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nineveh,,Q390025,881,,https://database.factgrid.de/entity/Q390025,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kayalıpınar,,Q390038,800,,https://database.factgrid.de/entity/Q390038,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Al-Rammāḥīyah,,Q2099898,911,,https://database.factgrid.de/entity/Q2099898,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-bari,,Q2099916,1008,,https://database.factgrid.de/entity/Q2099916,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Ḫaḫḫūru,,Q2099918,1020,,https://database.factgrid.de/entity/Q2099918,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-kunanu,,Q2099921,1007,,https://database.factgrid.de/entity/Q2099921,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Chamchamal,,Q2099928,1011,,https://database.factgrid.de/entity/Q2099928,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,El Geraineh,,Q2099934,1021,,https://database.factgrid.de/entity/Q2099934,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Galgameš,,Q2099939,1006,,https://database.factgrid.de/entity/Q2099939,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Haikavank,,Q2099945,770,,https://database.factgrid.de/entity/Q2099945,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Haṭru,,Q2099947,1009,,https://database.factgrid.de/entity/Q2099947,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,İnandık,,Q2099956,789,,https://database.factgrid.de/entity/Q2099956,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Īzah,,Q2099958,790,,https://database.factgrid.de/entity/Q2099958,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kocapınar,,Q2099966,976,,https://database.factgrid.de/entity/Q2099966,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Petronell-Carnuntum,,Q2099980,1014,,https://database.factgrid.de/entity/Q2099980,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qantīr,,Q2099981,903,,https://database.factgrid.de/entity/Q2099981,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Quwakh Tapeh,,Q2099986,1023,,https://database.factgrid.de/entity/Q2099986,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Saḫrītu,,Q2099989,1018,,https://database.factgrid.de/entity/Q2099989,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shapiya,,Q2099992,924,,https://database.factgrid.de/entity/Q2099992,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šušan,,Q2099997,1017,,https://database.factgrid.de/entity/Q2099997,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall al-Gharrān,,Q2100002,753,,https://database.factgrid.de/entity/Q2100002,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall al-Nabī Mandū,,Q2100003,899,,https://database.factgrid.de/entity/Q2100003,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Kozkhān,,Q2100008,827,,https://database.factgrid.de/entity/Q2100008,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Nūyaja,,Q2100009,874,,https://database.factgrid.de/entity/Q2100009,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall S‘aīd,,Q2100010,915,,https://database.factgrid.de/entity/Q2100010,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Warīsh,,Q2100011,996,,https://database.factgrid.de/entity/Q2100011,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tel Duweihes,,Q2100013,960,,https://database.factgrid.de/entity/Q2100013,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tel Gamma,,Q2100014,793,,https://database.factgrid.de/entity/Q2100014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Kirbāsi,,Q2100022,1010,,https://database.factgrid.de/entity/Q2100022,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tiryntha,,Q2100024,967,,https://database.factgrid.de/entity/Q2100024,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ṭūd,,Q2100025,975,,https://database.factgrid.de/entity/Q2100025,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl ‘Adāy,,Q2100026,946,,https://database.factgrid.de/entity/Q2100026,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl Kubībah,,Q2100031,1016,,https://database.factgrid.de/entity/Q2100031,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Uluşar,,Q2100036,825,,https://database.factgrid.de/entity/Q2100036,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yalındüz,,Q2100038,951,,https://database.factgrid.de/entity/Q2100038,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Новый Кумак,,Q2100043,880,,https://database.factgrid.de/entity/Q2100043,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
