repair_status,cdli_id,factgrid_qid,artifact_label,live_period_property,live_period_qid,live_period_label,correct_period_qid,expected_period_label,repair_note
ready,599972,Q2047562,Cuneiform Tablet BM 096400,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600056,Q2163035,Cuneiform Tablet BM 096509,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600083,Q2158391,Cuneiform Tablet BM 096538,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600095,Q2167689,Cuneiform Tablet BM 096554,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600406,Q2163151,Cuneiform Tablet BM 099593,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600538,Q2165742,Cuneiform Tablet BM 099829,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600580,Q2014708,Cuneiform Tablet BM 099879,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600596,Q2160123,Cuneiform Tablet BM 099896,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600611,Q2167366,Cuneiform Tablet BM 099919,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600955,Q2163307,Cuneiform Tablet BM 100990,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,600980,Q2152962,Cuneiform Tablet BM 101016,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601000,Q2167092,Cuneiform Tablet BM 101036,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601186,Q2162089,Cuneiform Tablet BM 101246,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601387,Q2165599,Cuneiform Tablet BM 101481,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601542,Q2023144,Cuneiform Tablet BM 101653,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601811,Q2047760,"Cuneiform Tablet AfO 50, 241 no. 22",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601903,Q2167396,Cuneiform Tablet BM 108966,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601942,Q2169643,Cuneiform Tablet BM 109889,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601978,Q2164381,Cuneiform Tablet BM 113395,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,601997,Q2164910,Cuneiform Tablet BM 113485,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602047,Q1931878,Cuneiform Tablet BM 114561,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602051,Q2162084,Cuneiform Tablet BM 114572,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602084,Q2163999,"Cuneiform Tablet JCS 72, 181 text 12",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602102,Q2167879,Cuneiform Tablet BM 114849,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602712,Q2164736,"Cuneiform Tablet FuB 14, 17 no. 7",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602728,Q2168874,Cuneiform Tablet Rm 0682,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602745,Q2162756,Cuneiform Tablet BM 075955,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602769,Q2166590,Cuneiform Tablet BM 017017,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602786,Q2167551,"Cuneiform Tablet RA 90, 43 no. 2",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,602987,Q2163702,"Cuneiform Tablet Schaudig, Babil 5, no. 83 (N13: 235)",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,603011,Q2162266,"Cuneiform Tablet Schaudig, Babil 5, no. 64 (N13: 7)",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,603103,Q2165056,Cuneiform Tablet Dar. 297,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,218121,Q2165045,"Cuneiform Artifact RIME 4.01.04.05, ex. add50",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,225433,Q2163770,"Cuneiform Artifact RIME 4.01.10.09, ex. 01",P853,Q512161,Neo-Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,225599,Q2163509,"Cuneiform Artifact RIME 4.02.05.02, ex. 08",P853,Q512163,Achaemenid Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,225608,Q2162554,"Cuneiform Artifact RIME 4.02.07.01, ex. 47",P853,Q512154,Middle Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,225624,Q2166820,"Cuneiform Artifact RIME 4.02.13.26, ex. 03",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,269873,Q2162180,"Cuneiform Artifact RIME 4.02.13.09, ex. 24",P853,Q512153,Middle Hittite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,269936,Q2162393,"Cuneiform Artifact RIME 4.02.12.01, ex. 12",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,274105,Q2168267,"Cuneiform Artifact RIME 4.04.01.03, ex. add359",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,274607,Q2162400,"Cuneiform Artifact RIME 4.04.01.04, ex. 054",P853,Q512164,Hellenistic Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,274914,Q2165805,"Cuneiform Artifact RIME 4.04.01.03, ex. add148",P853,Q512153,Middle Hittite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,332997,Q2163713,"Cuneiform Artifact RIME 4.04.01.03, ex. add151",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,391773,Q2165336,"Cuneiform Artifact RIME 4.04.01.03, ex. add219",P853,Q512146,Lagash II Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,392108,Q2167914,"Cuneiform Artifact RIME 4.01.10.06, ex. 01-02",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,405499,Q2162975,"Cuneiform Artifact RIME 4.04.01.04, ex. add149",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,416489,Q2164385,"Cuneiform Artifact RIME 4.01.05.04, ex. add129",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,423753,Q2166629,"Cuneiform Artifact RIME 4.04.01.04, ex. add079",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,429132,Q2165695,"Cuneiform Artifact RIME 4.01.05.03, ex. 043",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,429149,Q2163907,"Cuneiform Artifact RIME 4.01.05.03, ex. 012-013",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431447,Q2166322,"Cuneiform Artifact RIME 4.01.04.07, ex. 11",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431502,Q2165338,"Cuneiform Artifact RIME 4.01.05.06, ex. 09",P853,Q512135,Proto-Elamite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431555,Q2168216,"Cuneiform Artifact RIME 4.02.09.02, ex. 01",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431579,Q2163525,"Cuneiform Artifact RIME 4.01.15.02, ex. 03",P853,Q512142,Early Dynastic IIIb Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431596,Q2163397,"Cuneiform Artifact RIME 4.02.05.03, ex. 03",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431607,Q2162177,"Cuneiform Artifact RIME 4.02.07.01, ex. 02",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431650,Q2164277,"Cuneiform Artifact RIME 4.02.09.06, ex. 08-09",P853,Q512158,Neo-Assyrian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431715,Q2165269,"Cuneiform Artifact RIME 4.02.13.16, ex. 19",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,431742,Q2162395,"Cuneiform Artifact RIME 4.02.13.16, ex. 78",P853,Q512146,Lagash II Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,432705,Q2163933,"Cuneiform Artifact RIME 4.02.14.17, ex. add13",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,448026,Q2167663,"Cuneiform Artifact RIME 4.04.01.01, ex. 09",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,448134,Q2166039,"Cuneiform Artifact RIME 4.04.01.14, ex. 31-32",P853,Q512132,Uruk IV Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,469956,Q2167263,"Cuneiform Artifact RIME 4.04.01.02, ex. add166",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,514410,Q2163027,Cuneiform Artifact CDLI Seals 013829 (composite),P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,519520,Q2166532,"Cuneiform Artifact RIME 4.01.10.01, ex. add11",P853,Q512161,Neo-Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,231866,Q2163055,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 049",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,231889,Q2163831,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 072",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,231923,Q2163996,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 106",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,231958,Q2165852,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 141",P853,Q512161,Neo-Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232067,Q2162726,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 250",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232175,Q2164625,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 358",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232227,Q2165714,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 410",P853,Q512134,Uruk III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232319,Q2162912,"Cuneiform Artifact RIME 3/1.01.07.003, ex. 06",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232460,Q2164701,"Cuneiform Artifact RIME 3/1.01.07.016, ex. 35",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232525,Q2164503,"Cuneiform Artifact RIME 3/1.01.07.024, ex. 31",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232620,Q2167686,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 036",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232677,Q2165872,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 093",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232698,Q2165971,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 114",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232732,Q2166093,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 148",P853,Q512164,Hellenistic Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232749,Q2163075,"Cuneiform Artifact RIME 3/1.01.07.035, ex. 04",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232821,Q2162099,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0070",P853,Q512155,Middle Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,232964,Q2162466,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0213",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233066,Q2165599,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0315",P853,Q512164,Hellenistic Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233089,Q2166263,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0338",P853,Q512150,Early Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233123,Q2166392,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0372",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233158,Q2163379,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0407",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233174,Q2168357,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0423",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233226,Q2162585,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0475",P853,Q512161,Neo-Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233271,Q2165048,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0520",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233363,Q2162252,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0612",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233461,Q2168119,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0710",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233508,Q2163220,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0757",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233524,Q2168493,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0773",P853,Q512143,Ebla Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233573,Q2166218,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0822",P853,Q512162,Persian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233676,Q2162447,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0925",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233699,Q2162270,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0948",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233733,Q2162083,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0982",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233764,Q2164332,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 1013",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233820,Q2166064,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 1069",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,233898,Q2167849,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 1147",P853,Q512135,Proto-Elamite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234035,Q2166882,"Cuneiform Artifact RIME 3/1.01.07.041, ex. 109",P853,Q512150,Early Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234170,Q2167081,"Cuneiform Artifact RIME 3/1.01.07.041, ex. 244",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234367,Q2163450,"Cuneiform Artifact RIME 3/1.01.07.048, ex. 052",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234388,Q2163583,"Cuneiform Artifact RIME 3/1.01.07.049, ex. 06",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234449,Q2162361,"Cuneiform Artifact RIME 3/1.01.07.063, ex. add105",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234520,Q2167237,"Cuneiform Artifact RIME 3/1.01.07.063, ex. 050",P853,Q512164,Hellenistic Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,234609,Q2165295,"Cuneiform Artifact RIME 3/1.01.07.076, ex. 01",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,272784,Q2164963,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1183",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,275190,Q2166524,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1194",P853,Q512144,Old Akkadian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,293705,Q2167305,"Cuneiform Artifact RIME 3/1.01.12.03, ex. add27",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,391533,Q2162392,"Cuneiform Artifact RIME 3/1.01.07.016, ex. add44",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,404772,Q2163283,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1362",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,429325,Q2164873,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1268",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,429775,Q2164670,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1290",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,453144,Q2167353,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1343",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,458533,Q2168389,Cuneiform Artifact CDLI Seals 005823 (composite),P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,460960,Q2162972,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1411",P853,Q512162,Persian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,464923,Q2163436,"Cuneiform Artifact RIME 3/1.01.12.03, ex. add25",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,469868,Q2165179,"Cuneiform Artifact RIME 3/1.01.07.037, ex. add1439",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,474519,Q2168125,Cuneiform Artifact CDLI Seals 007742 (physical),P853,Q512162,Persian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,480149,Q2162401,"Cuneiform Artifact RIME 3/1.01.07.041, ex. add402",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,480688,Q2163507,"Cuneiform Artifact RIME 3/1.01.07.041, ex. add404",P853,Q512150,Early Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,373561,Q2163502,"Cuneiform Artifact RIMA 2.0.087.028, ex. 04",P853,Q512158,Neo-Assyrian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,465518,Q2165106,"Cuneiform Artifact RIMA 1.0.073.x1002, ex. 01",P853,Q512158,Neo-Assyrian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466066,Q2166139,"Cuneiform Artifact RIMA 1.0.076.033, ex. 04",P853,Q512158,Neo-Assyrian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466089,Q2165678,"Cuneiform Artifact RIMA 1.0.076.037, ex. 01",P853,Q512148,Ur III Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466123,Q2165791,"Cuneiform Artifact RIMA 1.0.076.040, ex. 16 = RIMA 1.0.076.046, ex. 12",P853,Q512158,Neo-Assyrian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466174,Q2167737,"Cuneiform Artifact RIMA 1.0.076.045, ex. 01",P853,Q512152,Old Babylonian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466508,Q2163801,"Cuneiform Artifact RIMA 1.0.078.038, ex. 39",P853,Q512161,Neo-Babylonian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,466524,Q2167911,"Cuneiform Artifact RIMA 1.0.078.042, ex. 01",P853,Q512154,Middle Babylonian Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,467319,Q2163522,"Cuneiform Artifact RIMA 2.0.087.001, ex. 09",P853,Q512148,Ur III Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,467335,Q2168215,"Cuneiform Artifact RIMA 2.0.087.001, ex. 30",P853,Q512153,Middle Hittite Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,467525,Q2165098,"Cuneiform Artifact RIMA 2.0.091.002, ex. 01",P853,Q512134,Uruk III Period,Q512155,Middle Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,258640,Q2169578,"Cuneiform Tablet PBS 01/2, 021",P853,Q512152,Old Babylonian Period,Q512154,Middle Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,262194,Q2168001,Cuneiform Tablet CBS 07160,P853,Q512152,Old Babylonian Period,Q512154,Middle Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,386720,Q2166735,"Cuneiform Tablet TCL 09, 046",P853,Q512158,Neo-Assyrian Period,Q512154,Middle Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,468795,Q2164096,"Cuneiform Artifact RIMB 2.06.21.02, ex. 006",P853,Q512137,Early Dynastic I Period,Q512154,Middle Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,435054,Q1371953,"Cuneiform Tablet KBo 09, 031",P853,Q512151,Old Assyrian Period,Q512153,Middle Hittite Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,270111,Q2165893,"Cuneiform Artifact RINAP 5/3, Ashurbanipal x2018, ex. 003-004",P853,Q512164,Hellenistic Period,Q512158,Neo-Assyrian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
